image_id,class,xmin,ymin,xmax,ymax
Image63,Icon,13,68,42,101
Image63,Icon,13,117,39,148
Image63,Icon,13,161,42,195
Image63,Icon,13,206,37,237
Image63,Icon,13,305,37,336
Image63,Icon,15,348,39,379
Image63,Icon,13,390,37,421
Image63,Icon,11,904,39,937
Image63,Icon,11,860,39,893
Image63,Icon,13,660,42,698
Image63,Icon,11,764,39,798
Image63,Icon,181,161,215,192
Image63,Icon,181,203,215,235
Image63,Icon,181,252,215,283
Image63,Icon,184,441,217,472
Image63,Icon,184,556,217,587
Image63,Icon,181,614,215,645
Image63,Icon,184,498,217,529
Image63,Icon,181,713,215,744
Image63,Icon,181,813,215,844
Image63,MenuItem,6,113,172,152
Image63,MenuItem,6,157,172,197
Image63,MenuItem,6,201,172,241
Image63,MenuItem,6,250,172,290
Image63,SubmenuItem,11,301,199,341
Image63,SubmenuItem,8,345,175,385
Image63,SubmenuItem,8,387,212,427
Image63,MenuItem,6,494,172,534
Image63,MenuItem,6,547,172,598
Image63,SubmenuItem,4,658,184,698
Image63,MenuItem,6,609,172,649
Image63,MenuItem,6,438,172,478
Image63,MenuItem,6,707,172,758
Image63,SubmenuItem,2,762,177,802
Image63,MenuItem,4,813,170,853
Image63,SubmenuItem,4,860,170,900
Image63,SubmenuItem,4,900,188,939
Image63,Menu,0,57,248,939
Image63,Icon,261,68,292,101
Image63,Icon,1875,68,1908,99
Image63,Icon,1798,66,1829,101
Image63,Icon,618,68,651,104
Image63,Icon,312,68,345,99
Image63,Icon,1563,66,1596,97
Image63,Icon,1030,68,1064,99
Image63,Icon,1857,133,1891,164
Image63,Icon,365,70,399,101
Image63,Icon,456,68,489,99
Image63,Icon,1394,70,1427,101
Image63,Icon,711,68,742,104
Image63,Icon,505,164,525,186
Image63,Icon,1321,210,1345,241
Image63,Icon,804,66,838,101
Image63,Icon,1192,66,1226,101
Image63,Icon,272,128,332,186
Image63,Button,359,62,443,110
Image63,Button,452,62,605,108
Image63,Button,611,62,698,108
Image63,Button,705,62,791,108
Image63,Button,798,62,1015,108
Image63,Button,1024,62,1179,108
Image63,Button,1186,62,1383,108
Image63,Button,1387,62,1556,106
Image63,Button,1791,62,1877,108
Image63,VerticalMenu,250,57,1920,113
Image63,TextLabel,1456,128,1567,188
Image63,TextLabel,1587,133,1702,190
Image63,TextLabel,1720,133,1829,190
Image63,TextLabel,343,126,432,164
Image63,TextLabel,432,126,501,164
Image63,TextLabel,341,164,505,192
Image63,NavigationItem,263,203,372,252
Image63,NavigationItem,383,203,618,252
Image63,NavigationItem,625,203,733,252
Image63,NavigationItem,740,203,1042,252
Image63,NavigationItem,1050,203,1232,252
Image63,NavigationItem,1246,203,1321,252
Image63,NavigationMenu,248,197,1920,259
Image63,TextLabel,330,390,472,425
Image63,TextLabel,330,434,478,470
Image63,TextLabel,330,483,496,518
Image63,TextLabel,330,529,470,565
Image63,TextLabel,330,576,494,629
Image63,TextLabel,842,387,1042,423
Image63,TextLabel,842,432,968,467
Image63,TextLabel,842,481,1057,516
Image63,TextLabel,842,527,1035,563
Image63,TextLabel,842,574,1037,609
Image63,TextLabel,1356,390,1571,445
Image63,TextLabel,1356,456,1503,512
Image63,TextLabel,1356,525,1565,580
Image63,TextLabel,1356,656,1563,691
Image63,TextLabel,1356,702,1551,738
Image63,TextLabel,1356,589,1525,645
Image63,TextLabel,538,390,583,425
Image63,TextLabel,538,438,583,474
Image63,TextLabel,538,485,583,520
Image63,TextLabel,538,532,583,567
Image63,TextLabel,538,578,583,614
Image63,TextLabel,1055,387,1099,423
Image63,TextLabel,1055,436,1099,472
Image63,TextLabel,1055,483,1099,518
Image63,TextLabel,1055,529,1099,565
Image63,TextLabel,1055,576,1099,611
Image63,TextLabel,1571,390,1616,425
Image63,TextLabel,1571,524,1616,560
Image63,TextLabel,1571,593,1616,628
Image63,TextLabel,1571,659,1616,694
Image63,TextLabel,1571,703,1616,738
Image63,TextLabel,1571,456,1616,492
Image63,Row,305,383,809,430
Image63,Row,305,430,809,476
Image63,Row,305,476,809,523
Image63,Row,305,523,809,569
Image63,Row,305,569,809,636
Image63,Row,822,383,1325,427
Image63,Row,822,427,1325,472
Image63,Row,822,472,1325,518
Image63,Row,822,518,1325,567
Image63,Row,822,567,1325,618
Image63,Row,1341,383,1842,450
Image63,Row,1341,450,1842,516
Image63,Row,1341,516,1842,583
Image63,Row,1341,583,1842,649
Image63,Row,1341,649,1842,693
Image63,Row,1341,693,1842,744
Image63,WorkingArea,250,113,1920,940
Image64,Icon,13,13,44,44
Image64,Icon,1693,11,1724,46
Image64,Icon,1631,15,1665,46
Image64,Icon,1751,15,1786,46
Image64,Icon,1866,6,1913,55
Image64,Icon,1811,15,1844,46
Image64,Icon,545,15,578,46
Image64,TextLabel,66,17,199,48
Image64,TextLabel,232,17,279,46
Image64,InputField,540,11,1121,50
Image64,TitleBar,0,0,1917,57
Image64,Icon,13,68,42,101
Image64,Icon,13,117,39,148
Image64,Icon,13,161,42,195
Image64,Icon,13,206,37,237
Image64,Icon,13,305,37,336
Image64,Icon,15,348,39,379
Image64,Icon,13,390,37,421
Image64,Icon,11,904,39,937
Image64,Icon,11,860,39,893
Image64,Icon,13,660,42,698
Image64,Icon,11,764,39,798
Image64,Icon,181,161,215,192
Image64,Icon,181,203,215,235
Image64,Icon,181,252,215,283
Image64,Icon,184,441,217,472
Image64,Icon,184,556,217,587
Image64,Icon,181,614,215,645
Image64,Icon,184,498,217,529
Image64,Icon,181,713,215,744
Image64,Icon,181,813,215,844
Image64,MenuItem,6,113,172,152
Image64,MenuItem,6,157,172,197
Image64,MenuItem,6,201,172,241
Image64,MenuItem,6,250,172,290
Image64,SubmenuItem,11,301,199,341
Image64,SubmenuItem,8,345,175,385
Image64,SubmenuItem,8,387,212,427
Image64,MenuItem,6,494,172,534
Image64,MenuItem,6,547,172,598
Image64,SubmenuItem,4,658,184,698
Image64,MenuItem,6,609,172,649
Image64,MenuItem,6,438,172,478
Image64,MenuItem,6,707,172,758
Image64,SubmenuItem,2,762,177,802
Image64,MenuItem,4,813,170,853
Image64,SubmenuItem,4,860,170,900
Image64,SubmenuItem,4,900,188,939
Image64,Menu,0,57,248,939
Image64,Icon,261,68,292,101
Image64,Icon,1875,68,1908,99
Image64,Icon,1798,66,1829,101
Image64,Icon,618,68,651,104
Image64,Icon,312,68,345,99
Image64,Icon,1563,66,1596,97
Image64,Icon,1030,68,1064,99
Image64,Icon,1857,133,1891,164
Image64,Icon,365,70,399,101
Image64,Icon,456,68,489,99
Image64,Icon,1394,70,1427,101
Image64,Icon,711,68,742,104
Image64,Icon,505,164,525,186
Image64,Icon,1321,210,1345,241
Image64,Icon,804,66,838,101
Image64,Icon,1192,66,1226,101
Image64,Icon,272,128,332,186
Image64,Button,359,62,443,110
Image64,Button,452,62,605,108
Image64,Button,611,62,698,108
Image64,Button,705,62,791,108
Image64,Button,798,62,1015,108
Image64,Button,1024,62,1179,108
Image64,Button,1186,62,1383,108
Image64,Button,1387,62,1556,106
Image64,Button,1791,62,1877,108
Image64,VerticalMenu,250,57,1920,113
Image64,TextLabel,1443,130,1554,190
Image64,TextLabel,1574,133,1696,190
Image64,TextLabel,1742,133,1844,190
Image64,TextLabel,343,126,465,164
Image64,TextLabel,465,124,545,161
Image64,TextLabel,341,164,505,192
Image64,NavigationItem,263,203,372,252
Image64,NavigationItem,383,203,618,252
Image64,NavigationItem,625,203,733,252
Image64,NavigationItem,740,203,1042,252
Image64,NavigationItem,1050,203,1232,252
Image64,NavigationItem,1246,203,1321,252
Image64,NavigationMenu,248,197,1920,259
Image64,Icon,1640,368,1673,403
Image64,Icon,1106,915,1139,940
Image64,Icon,1680,875,1713,911
Image64,Icon,290,465,314,496
Image64,Icon,290,527,314,558
Image64,Icon,288,767,312,798
Image64,Icon,290,846,314,877
Image64,Icon,1693,811,1724,844
Image64,Icon,1798,811,1822,844
Image64,Icon,1656,811,1689,844
Image64,Icon,1818,374,1842,407
Image64,Icon,1820,875,1844,908
Image64,Icon,1270,476,1288,505
Image64,Icon,1396,474,1414,503
Image64,Icon,1569,474,1587,503
Image64,Icon,1716,474,1733,503
Image64,Icon,1250,476,1268,505
Image64,Icon,1727,873,1755,911
Image64,Icon,1117,470,1159,509
Image64,Icon,1773,871,1802,908
Image64,SectionTitle,281,279,470,317
Image64,TextLabel,308,341,436,376
Image64,TextLabel,308,405,445,441
Image64,TextLabel,308,463,434,498
Image64,TextLabel,308,525,432,560
Image64,TextLabel,308,589,387,625
Image64,TextLabel,308,649,416,685
Image64,TextLabel,308,711,434,747
Image64,TextLabel,308,767,454,829
Image64,TextLabel,308,846,456,882
Image64,TextLabel,308,906,434,942
Image64,TextLabel,518,345,618,381
Image64,TextLabel,518,410,563,445
Image64,TextLabel,518,470,572,505
Image64,TextLabel,518,525,620,560
Image64,TextLabel,518,589,649,625
Image64,TextLabel,552,656,751,691
Image64,TextLabel,518,713,563,749
Image64,TextLabel,516,789,558,824
Image64,TextLabel,518,851,563,886
Image64,TextLabel,516,917,563,940
Image64,Row,268,334,1064,390
Image64,Row,268,390,1064,452
Image64,Row,268,452,1064,509
Image64,Row,268,509,1064,569
Image64,Row,268,569,1064,636
Image64,Row,268,636,1064,700
Image64,Row,268,700,1064,755
Image64,Row,268,755,1064,835
Image64,Row,268,835,1064,895
Image64,Row,268,895,1064,940
Image64,InputField,1633,421,1857,465
Image64,Button,1633,359,1798,410
Image64,TextLabel,1121,294,1272,336
Image64,TextLabel,1363,297,1498,336
Image64,SectionTitle,1095,365,1188,405
Image64,DropdownItem,1170,463,1294,512
Image64,DropdownItem,1332,463,1421,512
Image64,DropdownItem,1456,463,1591,512
Image64,DropdownItem,1614,463,1738,512
Image64,DropdownItem,1767,463,1829,512
Image64,TextLabel,1170,527,1292,560
Image64,TextLabel,1170,578,1292,611
Image64,TextLabel,1170,631,1292,665
Image64,TextLabel,1170,685,1292,718
Image64,TextLabel,1170,736,1292,769
Image64,TextLabel,1126,811,1223,846
Image64,TextLabel,1729,809,1798,846
Image64,SectionTitle,1090,875,1179,906
Image64,InputField,1101,913,1855,940
Image64,Row,1084,516,1877,569
Image64,Row,1084,569,1877,622
Image64,Row,1084,622,1877,680
Image64,Row,1084,680,1877,727
Image64,Row,1084,727,1877,778
Image64,Icon,518,654,552,691
Image64,Icon,1336,299,1361,332
Image64,TextLabel,1328,527,1449,560
Image64,TextLabel,1328,580,1449,614
Image64,TextLabel,1328,634,1449,667
Image64,TextLabel,1328,687,1449,720
Image64,TextLabel,1328,738,1449,771
Image64,Row,1084,288,1877,348
Image64,WorkingArea,250,113,1920,940
Image65,Icon,13,13,44,44
Image65,Icon,1693,11,1724,46
Image65,Icon,1631,15,1665,46
Image65,Icon,1751,15,1786,46
Image65,Icon,1866,6,1913,55
Image65,Icon,1811,15,1844,46
Image65,Icon,545,15,578,46
Image65,TextLabel,66,17,199,48
Image65,TextLabel,232,17,279,46
Image65,InputField,540,11,1121,50
Image65,TitleBar,0,0,1917,57
Image65,Icon,13,68,42,101
Image65,Icon,13,117,39,148
Image65,Icon,13,161,42,195
Image65,Icon,13,206,37,237
Image65,Icon,13,305,37,336
Image65,Icon,15,348,39,379
Image65,Icon,13,390,37,421
Image65,Icon,11,904,39,937
Image65,Icon,11,860,39,893
Image65,Icon,13,660,42,698
Image65,Icon,11,764,39,798
Image65,Icon,181,161,215,192
Image65,Icon,181,203,215,235
Image65,Icon,181,252,215,283
Image65,Icon,184,441,217,472
Image65,Icon,184,556,217,587
Image65,Icon,181,614,215,645
Image65,Icon,184,498,217,529
Image65,Icon,181,713,215,744
Image65,Icon,181,813,215,844
Image65,MenuItem,6,113,172,152
Image65,MenuItem,6,157,172,197
Image65,MenuItem,6,201,172,241
Image65,MenuItem,6,250,172,290
Image65,SubmenuItem,11,301,199,341
Image65,SubmenuItem,8,345,175,385
Image65,SubmenuItem,8,387,212,427
Image65,MenuItem,6,494,172,534
Image65,MenuItem,6,547,172,598
Image65,SubmenuItem,4,658,184,698
Image65,MenuItem,6,609,172,649
Image65,MenuItem,6,438,172,478
Image65,MenuItem,6,707,172,758
Image65,SubmenuItem,2,762,177,802
Image65,MenuItem,4,813,170,853
Image65,SubmenuItem,4,860,170,900
Image65,SubmenuItem,4,900,188,939
Image65,Menu,0,57,248,939
Image65,Icon,261,68,292,101
Image65,Icon,1875,68,1908,99
Image65,Icon,1798,66,1829,101
Image65,Icon,618,68,651,104
Image65,Icon,312,68,345,99
Image65,Icon,1563,66,1596,97
Image65,Icon,1030,68,1064,99
Image65,Icon,1857,133,1891,164
Image65,Icon,365,70,399,101
Image65,Icon,456,68,489,99
Image65,Icon,1394,70,1427,101
Image65,Icon,711,68,742,104
Image65,Icon,505,164,525,186
Image65,Icon,1321,210,1345,241
Image65,Icon,804,66,838,101
Image65,Icon,1192,66,1226,101
Image65,Icon,272,128,332,186
Image65,Button,359,62,443,110
Image65,Button,452,62,605,108
Image65,Button,611,62,698,108
Image65,Button,705,62,791,108
Image65,Button,798,62,1015,108
Image65,Button,1024,62,1179,108
Image65,Button,1186,62,1383,108
Image65,Button,1387,62,1556,106
Image65,Button,1791,62,1877,108
Image65,VerticalMenu,250,57,1920,113
Image65,TextLabel,1443,130,1554,190
Image65,TextLabel,1574,133,1696,190
Image65,TextLabel,1742,133,1844,190
Image65,TextLabel,343,126,465,164
Image65,TextLabel,465,124,545,161
Image65,TextLabel,341,164,505,192
Image65,NavigationItem,263,203,372,252
Image65,NavigationItem,383,203,618,252
Image65,NavigationItem,625,203,733,252
Image65,NavigationItem,740,203,1042,252
Image65,NavigationItem,1050,203,1232,252
Image65,NavigationItem,1246,203,1321,252
Image65,NavigationMenu,248,197,1920,259
Image65,Icon,290,556,314,587
Image65,Icon,521,361,552,399
Image65,Icon,521,489,552,527
Image65,Icon,290,800,314,831
Image65,Icon,1004,554,1037,585
Image65,Icon,1006,682,1039,713
Image65,Icon,290,680,314,711
Image65,Icon,1106,268,1139,305
Image65,Icon,1829,268,1860,308
Image65,InputField,1104,268,1860,310
Image65,TextLabel,310,294,436,330
Image65,TextLabel,310,356,472,392
Image65,TextLabel,310,423,396,458
Image65,TextLabel,310,487,405,523
Image65,TextLabel,310,554,432,589
Image65,TextLabel,310,616,383,651
Image65,TextLabel,310,680,492,716
Image65,TextLabel,310,729,434,764
Image65,TextLabel,310,800,441,835
Image65,TextLabel,310,853,421,889
Image65,TextLabel,521,301,556,336
Image65,TextLabel,556,361,702,396
Image65,TextLabel,521,427,758,463
Image65,TextLabel,556,489,598,525
Image65,TextLabel,521,549,620,585
Image65,TextLabel,521,685,636,720
Image65,TextLabel,521,731,676,767
Image65,TextLabel,521,800,591,835
Image65,TextLabel,521,860,556,895
Image65,Row,270,281,1064,341
Image65,Row,270,341,1064,410
Image65,Row,270,410,1064,469
Image65,Row,270,470,1064,536
Image65,Row,270,536,1064,600
Image65,Row,270,600,1064,665
Image65,Row,270,665,1064,722
Image65,Row,270,722,1064,778
Image65,Row,270,778,1064,846
Image65,Row,270,846,1064,906
Image65,Icon,1820,563,1853,594
Image65,Icon,1820,605,1853,636
Image65,Icon,1099,478,1146,527
Image65,Icon,1806,851,1840,882
Image65,Icon,1099,811,1146,860
Image65,Icon,1820,902,1853,933
Image65,Icon,1172,518,1197,549
Image65,Icon,1172,853,1197,884
Image65,Icon,1396,849,1416,884
Image65,Icon,1804,516,1837,547
Image65,Icon,1006,427,1037,465
Image65,Icon,1110,339,1135,370
Image65,Icon,1110,412,1135,443
Image65,Icon,1110,673,1135,705
Image65,Icon,1112,749,1137,780
Image65,Icon,1396,516,1416,552
Image65,TextLabel,521,625,556,660
Image65,TextLabel,1155,410,1660,465
Image65,TextLabel,1155,671,1682,727
Image65,TextLabel,1155,747,1678,802
Image65,TextLabel,1155,334,1660,390
Image65,Icon,1274,607,1301,636
Image65,TextLabel,1166,483,1418,516
Image65,TextLabel,1197,520,1398,552
Image65,TextLabel,1163,565,1270,600
Image65,TextLabel,1163,603,1274,640
Image65,TextLabel,1416,518,1532,549
Image65,TextLabel,1301,607,1707,638
Image65,TextLabel,1163,818,1416,851
Image65,TextLabel,1195,855,1396,886
Image65,TextLabel,1414,853,1529,884
Image65,TextLabel,1168,902,1274,937
Image65,WorkingArea,250,113,1920,940
Image66,Icon,13,13,44,44
Image66,Icon,1693,11,1724,46
Image66,Icon,1631,15,1665,46
Image66,Icon,1751,15,1786,46
Image66,Icon,1866,6,1913,55
Image66,Icon,1811,15,1844,46
Image66,Icon,545,15,578,46
Image66,TextLabel,66,17,199,48
Image66,TextLabel,232,17,279,46
Image66,InputField,540,11,1121,50
Image66,TitleBar,0,0,1917,57
Image66,Icon,13,68,42,101
Image66,Icon,13,117,39,148
Image66,Icon,13,161,42,195
Image66,Icon,13,206,37,237
Image66,Icon,13,305,37,336
Image66,Icon,15,348,39,379
Image66,Icon,13,390,37,421
Image66,Icon,11,904,39,937
Image66,Icon,11,860,39,893
Image66,Icon,13,660,42,698
Image66,Icon,11,764,39,798
Image66,Icon,181,161,215,192
Image66,Icon,181,203,215,235
Image66,Icon,181,252,215,283
Image66,Icon,184,441,217,472
Image66,Icon,184,556,217,587
Image66,Icon,181,614,215,645
Image66,Icon,184,498,217,529
Image66,Icon,181,713,215,744
Image66,Icon,181,813,215,844
Image66,MenuItem,6,113,172,152
Image66,MenuItem,6,157,172,197
Image66,MenuItem,6,201,172,241
Image66,MenuItem,6,250,172,290
Image66,SubmenuItem,11,301,199,341
Image66,SubmenuItem,8,345,175,385
Image66,SubmenuItem,8,387,212,427
Image66,MenuItem,6,494,172,534
Image66,MenuItem,6,547,172,598
Image66,SubmenuItem,4,658,184,698
Image66,MenuItem,6,609,172,649
Image66,MenuItem,6,438,172,478
Image66,MenuItem,6,707,172,758
Image66,SubmenuItem,2,762,177,802
Image66,MenuItem,4,813,170,853
Image66,SubmenuItem,4,860,170,900
Image66,SubmenuItem,4,900,188,939
Image66,Menu,0,57,248,939
Image66,Icon,261,68,292,101
Image66,Icon,1875,68,1908,99
Image66,Icon,1798,66,1829,101
Image66,Icon,618,68,651,104
Image66,Icon,312,68,345,99
Image66,Icon,1563,66,1596,97
Image66,Icon,1030,68,1064,99
Image66,Icon,1857,133,1891,164
Image66,Icon,365,70,399,101
Image66,Icon,456,68,489,99
Image66,Icon,1394,70,1427,101
Image66,Icon,711,68,742,104
Image66,Icon,505,164,525,186
Image66,Icon,1321,210,1345,241
Image66,Icon,804,66,838,101
Image66,Icon,1192,66,1226,101
Image66,Icon,272,128,332,186
Image66,Button,359,62,443,110
Image66,Button,452,62,605,108
Image66,Button,611,62,698,108
Image66,Button,705,62,791,108
Image66,Button,798,62,1015,108
Image66,Button,1024,62,1179,108
Image66,Button,1186,62,1383,108
Image66,Button,1387,62,1556,106
Image66,Button,1791,62,1877,108
Image66,VerticalMenu,250,57,1920,113
Image66,TextLabel,1443,130,1554,190
Image66,TextLabel,1574,133,1696,190
Image66,TextLabel,1742,133,1844,190
Image66,TextLabel,343,126,465,164
Image66,TextLabel,465,124,545,161
Image66,TextLabel,341,164,505,192
Image66,NavigationItem,263,203,372,252
Image66,NavigationItem,383,203,618,252
Image66,NavigationItem,625,203,733,252
Image66,NavigationItem,740,203,1042,252
Image66,NavigationItem,1050,203,1232,252
Image66,NavigationItem,1246,203,1321,252
Image66,NavigationMenu,248,197,1920,259
Image66,Icon,288,536,312,567
Image66,Icon,1006,534,1039,565
Image66,Icon,290,274,314,305
Image66,Icon,288,410,312,441
Image66,Icon,288,656,312,687
Image66,Icon,288,800,312,831
Image66,Icon,286,855,310,886
Image66,TextLabel,312,274,476,334
Image66,TextLabel,312,339,434,374
Image66,TextLabel,312,410,423,445
Image66,Row,268,268,1061,336
Image66,Row,268,336,1061,392
Image66,Row,268,392,1061,458
Image66,TextLabel,312,472,463,507
Image66,TextLabel,312,534,470,569
Image66,TextLabel,312,598,467,634
Image66,TextLabel,312,654,423,713
Image66,TextLabel,312,740,390,775
Image66,TextLabel,312,800,452,835
Image66,TextLabel,312,855,454,915
Image66,TextLabel,512,290,556,325
Image66,TextLabel,512,341,665,376
Image66,TextLabel,512,416,778,452
Image66,TextLabel,512,476,556,512
Image66,TextLabel,512,536,640,571
Image66,TextLabel,512,600,556,636
Image66,TextLabel,512,658,556,693
Image66,TextLabel,512,742,556,778
Image66,TextLabel,512,809,778,844
Image66,TextLabel,512,875,556,911
Image66,Row,268,458,1061,518
Image66,Row,268,518,1061,585
Image66,Row,268,585,1061,647
Image66,Row,268,647,1061,713
Image66,Row,268,713,1061,787
Image66,Row,268,787,1061,853
Image66,Row,268,853,1061,920
Image66,Icon,1820,552,1853,583
Image66,Icon,1820,594,1853,625
Image66,Icon,1099,467,1146,516
Image66,Icon,1172,507,1197,538
Image66,Icon,1804,505,1837,536
Image66,Icon,1110,328,1135,359
Image66,Icon,1110,401,1135,432
Image66,Icon,1396,505,1416,540
Image66,TextLabel,1155,399,1660,454
Image66,TextLabel,1155,323,1660,379
Image66,Icon,1274,596,1301,625
Image66,TextLabel,1166,472,1418,505
Image66,TextLabel,1197,509,1398,540
Image66,TextLabel,1163,554,1270,589
Image66,TextLabel,1163,591,1274,629
Image66,TextLabel,1416,507,1532,538
Image66,TextLabel,1301,596,1707,627
Image66,Icon,1820,261,1853,292
Image66,Icon,1110,662,1135,693
Image66,Icon,1818,840,1842,873
Image66,Icon,1232,891,1250,920
Image66,Icon,1214,891,1232,920
Image66,Icon,1682,838,1716,873
Image66,Icon,1121,891,1155,926
Image66,Icon,1274,263,1301,292
Image66,TextLabel,1163,259,1274,297
Image66,TextLabel,1301,263,1505,294
Image66,TextLabel,1155,656,1676,711
Image66,TextLabel,1097,736,1195,773
Image66,SectionTitle,1099,840,1230,873
Image66,Button,1680,833,1798,877
Image66,DropdownItem,1179,886,1263,931
Image66,TableHeader,1084,884,1880,937
Image66,WorkingArea,250,113,1920,940
Image67,Icon,13,13,44,44
Image67,Icon,1693,11,1724,46
Image67,Icon,1631,15,1665,46
Image67,Icon,1751,15,1786,46
Image67,Icon,1866,6,1913,55
Image67,Icon,1811,15,1844,46
Image67,Icon,545,15,578,46
Image67,TextLabel,66,17,199,48
Image67,TextLabel,232,17,279,46
Image67,InputField,540,11,1121,50
Image67,TitleBar,0,0,1917,57
Image67,Icon,13,68,42,101
Image67,Icon,13,117,39,148
Image67,Icon,13,161,42,195
Image67,Icon,13,206,37,237
Image67,Icon,13,305,37,336
Image67,Icon,15,348,39,379
Image67,Icon,13,390,37,421
Image67,Icon,11,904,39,937
Image67,Icon,11,860,39,893
Image67,Icon,13,660,42,698
Image67,Icon,11,764,39,798
Image67,Icon,181,161,215,192
Image67,Icon,181,203,215,235
Image67,Icon,181,252,215,283
Image67,Icon,184,441,217,472
Image67,Icon,184,556,217,587
Image67,Icon,181,614,215,645
Image67,Icon,184,498,217,529
Image67,Icon,181,713,215,744
Image67,Icon,181,813,215,844
Image67,MenuItem,6,113,172,152
Image67,MenuItem,6,157,172,197
Image67,MenuItem,6,201,172,241
Image67,MenuItem,6,250,172,290
Image67,SubmenuItem,11,301,199,341
Image67,SubmenuItem,8,345,175,385
Image67,SubmenuItem,8,387,212,427
Image67,MenuItem,6,494,172,534
Image67,MenuItem,6,547,172,598
Image67,SubmenuItem,4,658,184,698
Image67,MenuItem,6,609,172,649
Image67,MenuItem,6,438,172,478
Image67,MenuItem,6,707,172,758
Image67,SubmenuItem,2,762,177,802
Image67,MenuItem,4,813,170,853
Image67,SubmenuItem,4,860,170,900
Image67,SubmenuItem,4,900,188,939
Image67,Menu,0,57,248,939
Image67,Icon,261,68,292,101
Image67,Icon,1875,68,1908,99
Image67,Icon,1798,66,1829,101
Image67,Icon,618,68,651,104
Image67,Icon,312,68,345,99
Image67,Icon,1563,66,1596,97
Image67,Icon,1030,68,1064,99
Image67,Icon,1857,133,1891,164
Image67,Icon,365,70,399,101
Image67,Icon,456,68,489,99
Image67,Icon,1394,70,1427,101
Image67,Icon,711,68,742,104
Image67,Icon,505,164,525,186
Image67,Icon,1321,210,1345,241
Image67,Icon,804,66,838,101
Image67,Icon,1192,66,1226,101
Image67,Icon,272,128,332,186
Image67,Button,359,62,443,110
Image67,Button,452,62,605,108
Image67,Button,611,62,698,108
Image67,Button,705,62,791,108
Image67,Button,798,62,1015,108
Image67,Button,1024,62,1179,108
Image67,Button,1186,62,1383,108
Image67,Button,1387,62,1556,106
Image67,Button,1791,62,1877,108
Image67,VerticalMenu,250,57,1920,113
Image67,TextLabel,1443,130,1554,190
Image67,TextLabel,1574,133,1696,190
Image67,TextLabel,1742,133,1844,190
Image67,TextLabel,343,126,465,164
Image67,TextLabel,465,124,545,161
Image67,TextLabel,341,164,505,192
Image67,NavigationItem,263,203,372,252
Image67,NavigationItem,383,203,618,252
Image67,NavigationItem,625,203,733,252
Image67,NavigationItem,740,203,1042,252
Image67,NavigationItem,1050,203,1232,252
Image67,NavigationItem,1246,203,1321,252
Image67,NavigationMenu,248,197,1920,259
Image67,Icon,288,323,312,354
Image67,Icon,288,385,312,416
Image67,Icon,288,447,312,478
Image67,Icon,1006,387,1039,419
Image67,Icon,1004,645,1028,678
Image67,Icon,454,696,472,724
Image67,Icon,773,696,791,724
Image67,Icon,960,696,977,724
Image67,Icon,436,696,454,724
Image67,TextLabel,314,325,425,361
Image67,TextLabel,314,387,472,423
Image67,TextLabel,314,452,454,505
Image67,TextLabel,514,325,773,361
Image67,TextLabel,514,387,634,423
Image67,TextLabel,514,450,558,485
Image67,Row,270,305,1064,372
Image67,Row,270,372,1064,434
Image67,Row,270,434,1064,514
Image67,TextLabel,310,571,434,607
Image67,TextLabel,514,578,558,614
Image67,TextLabel,591,791,744,833
Image67,SectionTitle,283,636,387,678
Image67,DropdownItem,361,689,478,733
Image67,DropdownItem,733,687,798,736
Image67,DropdownItem,864,685,984,738
Image67,TableHeader,270,685,1064,738
Image67,Icon,1006,259,1039,290
Image67,Icon,288,259,312,290
Image67,TextLabel,314,259,489,294
Image67,TextLabel,514,261,631,297
Image67,Row,270,257,1064,305
Image67,Icon,1696,456,1728,489
Image67,Icon,1802,456,1826,489
Image67,Icon,1658,456,1692,489
Image67,TextLabel,1132,458,1210,494
Image67,TextLabel,1729,456,1802,492
Image67,TextLabel,1168,263,1226,297
Image67,Row,270,563,1064,620
Image67,WorkingArea,250,113,1920,940
Image68,Icon,13,13,44,44
Image68,Icon,1693,11,1724,46
Image68,Icon,1631,15,1665,46
Image68,Icon,1751,15,1786,46
Image68,Icon,1866,6,1913,55
Image68,Icon,1811,15,1844,46
Image68,Icon,545,15,578,46
Image68,TextLabel,66,17,199,48
Image68,TextLabel,232,17,279,46
Image68,InputField,540,11,1121,50
Image68,TitleBar,0,0,1917,57
Image68,Icon,13,68,42,101
Image68,Icon,13,117,39,148
Image68,Icon,13,161,42,195
Image68,Icon,13,206,37,237
Image68,Icon,13,305,37,336
Image68,Icon,15,348,39,379
Image68,Icon,13,390,37,421
Image68,Icon,11,904,39,937
Image68,Icon,11,860,39,893
Image68,Icon,13,660,42,698
Image68,Icon,11,764,39,798
Image68,Icon,181,161,215,192
Image68,Icon,181,203,215,235
Image68,Icon,181,252,215,283
Image68,Icon,184,441,217,472
Image68,Icon,184,556,217,587
Image68,Icon,181,614,215,645
Image68,Icon,184,498,217,529
Image68,Icon,181,713,215,744
Image68,Icon,181,813,215,844
Image68,MenuItem,6,113,172,152
Image68,MenuItem,6,157,172,197
Image68,MenuItem,6,201,172,241
Image68,MenuItem,6,250,172,290
Image68,SubmenuItem,11,301,199,341
Image68,SubmenuItem,8,345,175,385
Image68,SubmenuItem,8,387,212,427
Image68,MenuItem,6,494,172,534
Image68,MenuItem,6,547,172,598
Image68,SubmenuItem,4,658,184,698
